rating_alternateName,claimReview_url,creativeWork_author_name	,claimReview_claim,claimReview_Title,claimReview_datePublished,claimReview_Verdict,claimReview_source	
Mixture,http://fullfact.org/europe/beer-mat-brexit-do-facts-stack/,Robin Wilkinson,"
 
Australia, New Zealand, Singapore, Switzerland and Canada have slashed tariffs—their citizens are better off as a result, and their economies have thrived.
",Beer mat Brexit: do the facts stack up?,8/31/2018,"
 
Uncertain. This is a very broad claim, and it is hard to attribute the performance of any economy to one factor such as reducing tariffs.
",fullfact
True,http://fullfact.org/europe/beer-mat-brexit-do-facts-stack/,Robin Wilkinson,"
 
The EU imposes taxes or “tariffs” on rice, oranges, coffee, wine, children’s clothes and other non-EU imports.
",Beer mat Brexit: do the facts stack up?,8/31/2018,"
 
Correct, though not all non-EU trade is subject to tariffs. The EU has arrangements—including trade deals—with non-EU countries that reduce or remove these tariffs.
",fullfact
True,http://fullfact.org/europe/beer-mat-brexit-do-facts-stack/,Robin Wilkinson,"
 
93% of the world is not in the EU.
",Beer mat Brexit: do the facts stack up?,8/31/2018,"
 
Correct, looking at the world’s population. About 78% of the world’s economic output is estimated to be outside of the EU.
",fullfact
True,http://fullfact.org/europe/beer-mat-brexit-do-facts-stack/,Robin Wilkinson,"
 
The USA and India are keen to do trade deals with the UK.
",Beer mat Brexit: do the facts stack up?,8/31/2018,"
 
Correct.
",fullfact
True,http://fullfact.org/europe/beer-mat-brexit-do-facts-stack/,Robin Wilkinson,"
 
People pay for tariffs set by the EU every time they shop—and the government collects the money and sends it to Brussels.
",Beer mat Brexit: do the facts stack up?,8/31/2018,"
 
Correct. A proportion of this money is then spent in the UK on EU-funded projects, though less than most other EU countries.
",fullfact
Mixture,http://fullfact.org/europe/has-public-opinion-swung-favour-second-eu-referendum/,Tom Phillips,"Public opinion is swinging in favour of having a second referendum on Brexit.
",Has public opinion swung in favour of a second EU referendum?,9/21/2018,"There is some polling evidence of a shift in public opinion towards another referendum, but different polls have given inconsistent results, and results can vary a lot depending on what question is asked.
",fullfact
Mixture,http://fullfact.org/europe/did-majority-conservative-and-labour-constituencies-vote-leave-eu-referendum/,Tom Phillips,"70% of Conservative constituencies and 60% of Labour constituencies voted to Leave in the EU referendum.
",Did a majority of Conservative and Labour constituencies vote to leave in the EU referendum?,7/13/2018,"These figures are roughly correct, although we don’t know for sure how many parliamentary seats voted – all we have are estimates.
",fullfact
Mixture,http://fullfact.org/europe/viral-image-brexit-costs-wrong/,Joël Reland,"Options for post-Brexit trade deals with the EU will lead to between 2% and 8% lower GDP.
",This viral image showing the cost of different Brexit deals is wrong in a lot of ways,7/23/2018,"This is based on government analysis of 3 hypothetical deals, which explicitly can’t be used as economic forecasts and are very uncertain. According to the analysis GDP will continue to grow over the next fifteen years in each case, but more slowly than on existing OBR projections.
",fullfact
Mixture,http://fullfact.org/europe/viral-image-brexit-costs-wrong/,Joël Reland,"
 
Options for post-Brexit trade deals with the EU will lead to between £39 billion and £158 billion less per year.
",This viral image showing the cost of different Brexit deals is wrong in a lot of ways,7/23/2018,"
 
This is based on government analysis comparing 3 hypothetical deals to existing GDP projections, which explicitly can’t be used as economic forecasts and are very uncertain. Were they to be used anyway, these are figures for a 15 year period, not one year.
",fullfact
False,http://fullfact.org/europe/viral-image-brexit-costs-wrong/,Joël Reland,"
 
Options for post-Brexit trade deals with the EU will lead to between 700,000 and 2,800,000 fewer jobs.
",This viral image showing the cost of different Brexit deals is wrong in a lot of ways,7/23/2018,"
 
There is no evidence for this in the report cited by the claimant, nor elsewhere.
",fullfact
False,http://fullfact.org/europe/claim-about-2000-cost-hard-brexit-comes-typo/,Abbas Panjwani,"The Institute for Public Policy Research found household bills will rise by between £245 and £1,961 a year after Brexit.
","This claim about the £2,000 cost of a hard Brexit comes from a typo",7/19/2018,"Incorrect. Consultancy Oliver Wyman (not the IPPR) estimate household bills will rise by between £245 and £961 (not £1,961) a year after Brexit. The figure of £1,961 was a typo in a newspaper.
",fullfact
Mixture,http://fullfact.org/europe/chequers-deal-brexit-more-unpopular-poll-tax/,Tom Phillips,"The prime minister’s Chequers deal is more unpopular than the Poll Tax.
",Is the Chequers deal on Brexit more unpopular than the Poll Tax?,9/6/2018,"Not quite. Recent polling suggests that the Chequers deal is supported by fewer people than the Poll Tax was at its least popular, but fewer people also oppose it outright.
",fullfact
True,http://fullfact.org/europe/will-getting-rid-eu-tariffs-help-worst/,Joseph O’Leary,"
 
When the UK leaves the EU, we can set our own tariffs.
",Will getting rid of EU tariffs help the worst off?,10/27/2017,"
 
Correct, although we won’t have a completely free hand to set what we want due to World Trade Organisation rules.
",fullfact
True,http://fullfact.org/economy/post-brexit-trade-tariffs/,Richard Braham,"If we left the EU without an alternative trade deal in place then we’d still have a choice about whether to put tariffs on imports.
",Post-Brexit trade tariffs,3/17/2017,"That’s correct. In general we’d have to apply the same tariffs to all our trading partners and keep them within limits agreed at the World Trade Organisation. It would be up to other countries, not us, to choose whether to charge tariffs on our exports.
",fullfact
True,http://fullfact.org/economy/trade-deficit-surplus-USA-EU/,Joël Reland,"
 
The UK has a trade surplus with America.
",Trade with America: are we getting a good deal?,12/1/2017,"
 
Correct. The UK’s trade surplus with the USA was around £34 billion in the year to June 2017.
",fullfact
True,http://fullfact.org/economy/uk-trade-usa/,Full Fact Team,"
 
The US is the UK’s second largest trading partner.
",The UK’s trade with the USA,11/4/2016,"
 
Correct.
",fullfact
Mixture,http://fullfact.org/economy/pound-fallen-since-brexit/,Joël Reland,"The pound has fallen by 15%.
",The pound has fallen in value since the Brexit vote,2/9/2018,"Not quite, the exact fall depends which currency you compare it to. It’s fallen by 12% against the Euro and 5% against the US Dollar since May 2016.
",fullfact
True,http://fullfact.org/economy/uk-economy-what-was-oecds-verdict/,Joël Reland,"The OECD says that jobs and earnings in the UK are good.
",UK economy; what was the OECD's verdict?,10/18/2017,"Correct.
",fullfact
True,http://fullfact.org/economy/uk-economy-what-was-oecds-verdict/,Joël Reland,"
 
The OECD says that fiscal sustainability in the UK has improved.
",UK economy; what was the OECD's verdict?,10/18/2017,"
 
Correct.
",fullfact
Mixture,http://fullfact.org/economy/exchange-rates-and-imf/,Richard Braham,"
 
The pound is now undervalued, based on the IMF’s recommendations in February and June 2016.
",Was the pound overvalued before the EU referendum?,10/17/2016,"
 
This is uncertain. When IMF said the pound was overvalued, they based their recommendations on the assumption that the UK would vote to remain in the EU. It's open to debate what value the pound should be at now that we've voted to leave.
",fullfact
True,http://fullfact.org/europe/free-trade-outside-eu-customs-union/,Conor James McKinney,"The Foreign Secretary’s claim that the UK can leave the EU customs union but still trade freely was described as “impossible” by his Dutch counterpart.
",Free trade outside the EU customs union,11/16/2016,"Broadly correct, although Jeroen Dijsselbloem assumed that Boris Johnson was referring to staying in the EU single market when he talked about maintaining “free trade”. That may not have been the case.
",fullfact
False,http://fullfact.org/economy/uk-economy-what-was-oecds-verdict/,Joël Reland,"
 
The OECD says that the UK has the most efficient, accessible healthcare system.
",UK economy; what was the OECD's verdict?,10/18/2017,"
 
Incorrect. The OECD says that the UK’s healthcare efficiency is weak.

",fullfact
True,http://fullfact.org/economy/uk-economy-relegation-zone/,Claire Milne,"The UK has gone from being one of the top economic performers in terms of growth in the G7, Europe and the world to being bottom of the league in the last year.
",Is the UK economy in the relegation zone?,11/24/2017,"It’s correct the UK had the fastest growing economy in the G7 in 2014 and was faster growing than the EU average in 2015. Various experts have said it is near the bottom of the G7 countries in 2017 and its growth is now lower the the EU average.
",fullfact
